,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
10779,Technology,Bachelor's,m,1,32,2.0,8,0.0,0,91.0,1,2.0,91.0
10780,Sales & Marketing,Bachelor's,m,1,25,2.0,4,0.0,0,43.0,0,2.0,43.0
10781,Technology,Master's & above,f,1,42,5.0,13,1.0,0,82.0,0,6.0,130.5
10782,Finance,Bachelor's,m,1,28,3.0,3,0.0,0,64.0,0,3.0,64.0
10783,Sales & Marketing,Master's & above,m,1,43,3.0,6,0.0,0,57.0,0,3.0,57.0
10784,Analytics,Bachelor's,m,1,32,3.0,3,0.0,0,81.0,0,3.0,81.0
10785,Sales & Marketing,Bachelor's,f,1,35,4.0,7,1.0,0,58.0,1,5.0,58.0
10786,Operations,Bachelor's,f,1,28,3.0,2,0.0,0,59.0,0,3.0,59.0
10787,Analytics,Bachelor's,m,1,36,3.0,3,0.0,0,81.0,0,3.0,130.5
10788,HR,Bachelor's,m,1,26,3.0,3,0.0,0,54.0,0,3.0,54.0
10789,Operations,Bachelor's,m,1,32,1.5,6,0.0,0,56.0,0,1.0,56.0
10790,Sales & Marketing,Master's & above,m,1,42,1.5,3,0.0,0,48.0,0,1.0,48.0
10791,Analytics,Bachelor's,m,1,31,3.0,4,0.0,0,89.0,0,3.0,89.0
10792,Procurement,Bachelor's,f,1,27,3.0,3,0.0,0,72.0,0,3.0,72.0
10793,Operations,Bachelor's,m,1,36,5.0,4,0.0,0,59.0,0,5.0,118.0
10794,R&D,Bachelor's,m,1,27,5.0,2,1.0,0,83.0,0,6.0,130.5
10795,Technology,Bachelor's,m,1,30,1.5,7,0.0,0,79.0,0,1.0,79.0
10796,Sales & Marketing,Master's & above,f,1,33,5.0,6,0.0,0,46.0,0,5.0,46.0
10797,Technology,Master's & above,m,1,32,5.0,7,0.0,0,78.0,0,5.0,78.0
10798,Sales & Marketing,Master's & above,f,1,50,4.0,7,0.0,0,44.0,0,4.0,44.0
10799,Operations,Master's & above,m,1,38,1.5,10,0.0,0,59.0,0,1.0,59.0
10800,Procurement,Master's & above,m,1,34,4.0,5,1.0,0,66.0,0,5.0,66.0
10801,Analytics,Bachelor's,m,1,28,3.0,1,0.0,0,88.0,0,,88.0
10802,Analytics,Bachelor's,m,1,32,3.0,6,0.0,0,83.0,0,3.0,83.0
10803,Sales & Marketing,Bachelor's,m,1,23,3.0,1,0.0,0,51.0,0,,51.0
10804,Technology,Bachelor's,f,1,53,5.0,2,0.0,0,81.0,0,5.0,81.0
10805,Sales & Marketing,Bachelor's,f,1,41,4.0,6,0.0,0,45.0,0,4.0,45.0
10806,Sales & Marketing,Bachelor's,m,1,35,5.0,7,1.0,0,53.0,0,6.0,53.0
10807,Operations,Bachelor's,m,1,32,5.0,6,1.0,0,61.0,0,6.0,61.0
10808,Sales & Marketing,Bachelor's,m,1,53,1.5,12,0.0,0,49.0,0,1.0,49.0
10809,Sales & Marketing,Master's & above,m,1,54,3.0,12,0.0,0,50.0,0,3.0,50.0
10810,Analytics,Bachelor's,f,1,29,1.5,2,0.0,0,89.0,0,1.0,89.0
10811,Procurement,Bachelor's,f,1,32,3.0,6,0.0,0,72.0,0,3.0,130.5
10812,Operations,Bachelor's,m,1,40,5.0,12,0.0,0,64.0,0,5.0,64.0
10813,Sales & Marketing,Bachelor's,m,1,28,3.0,3,1.0,0,49.0,0,4.0,49.0
10814,Finance,Bachelor's,m,1,36,3.0,5,1.0,0,62.0,0,4.0,62.0
10815,Sales & Marketing,Bachelor's,m,1,28,2.0,6,0.0,0,49.0,0,2.0,49.0
10816,Operations,Bachelor's,m,1,45,3.0,12,0.0,0,56.0,0,3.0,56.0
10817,Operations,Bachelor's,m,1,48,5.0,7,1.0,0,60.0,0,6.0,60.0
10818,Procurement,Bachelor's,m,1,47,4.0,6,0.0,0,68.0,0,4.0,68.0
10819,Sales & Marketing,Bachelor's,m,1,29,4.0,4,0.0,0,50.0,0,4.0,50.0
10820,Procurement,Bachelor's,f,1,54,4.0,9,0.0,0,69.0,0,4.0,69.0
10821,Operations,Bachelor's,m,1,43,3.0,13,0.0,0,56.0,0,3.0,112.0
10822,Sales & Marketing,Bachelor's,m,1,35,3.0,4,0.0,0,49.0,0,3.0,49.0
10823,Sales & Marketing,Bachelor's,m,1,34,5.0,9,0.0,0,51.0,0,5.0,51.0
10824,Operations,Bachelor's,f,1,27,4.0,4,1.0,0,61.0,0,5.0,61.0
10825,Technology,Master's & above,m,1,37,3.0,4,0.0,0,82.0,0,3.0,82.0
10826,Procurement,Bachelor's,m,1,30,3.0,7,0.0,0,88.0,1,4.0,88.0
10827,Finance,Master's & above,m,1,32,1.5,3,0.0,0,61.0,0,1.0,61.0
10828,R&D,Master's & above,m,1,37,2.0,5,0.0,0,83.0,0,2.0,83.0
10829,Technology,Master's & above,f,1,48,3.0,13,0.0,0,77.0,0,3.0,130.5
10830,Sales & Marketing,Bachelor's,m,1,41,3.0,6,0.0,0,48.0,0,3.0,48.0
10831,Operations,Bachelor's,m,1,41,3.0,6,1.0,0,60.0,0,5.0,120.0
10832,Sales & Marketing,Bachelor's,f,1,26,3.0,1,0.0,0,48.0,0,,130.5
10833,Operations,Bachelor's,m,1,28,3.0,2,1.0,0,61.0,0,4.0,61.0
10834,Technology,Master's & above,m,1,42,4.0,4,0.0,0,79.0,0,4.0,79.0
10835,Procurement,Bachelor's,f,1,28,3.0,1,0.0,0,74.0,0,,130.5
10836,Legal,Bachelor's,m,1,27,3.0,1,1.0,0,60.0,0,,60.0
10837,Sales & Marketing,Bachelor's,m,1,32,3.0,8,0.0,0,49.0,0,3.0,49.0
10838,Operations,Bachelor's,m,1,42,5.0,11,1.0,0,64.0,0,6.0,64.0
10839,Procurement,Master's & above,m,1,42,4.0,5,0.0,0,69.0,0,4.0,69.0
10840,Technology,Bachelor's,f,1,27,3.0,1,1.0,0,78.0,0,,78.0
10841,Finance,Bachelor's,f,1,31,4.0,5,0.0,0,56.0,0,4.0,56.0
10842,Analytics,Bachelor's,m,1,33,1.5,5,0.0,0,91.0,0,1.0,91.0
10843,Sales & Marketing,Bachelor's,m,1,45,4.0,5,0.0,0,50.0,0,4.0,50.0
10844,HR,Bachelor's,m,1,34,3.0,2,1.0,0,53.0,0,4.0,53.0
10845,Sales & Marketing,Bachelor's,m,1,49,2.0,13,0.0,0,45.0,0,2.0,45.0
10846,Sales & Marketing,Bachelor's,m,1,29,3.0,6,0.0,0,64.0,1,3.0,64.0
10847,Operations,Master's & above,m,1,37,4.0,5,1.0,0,62.0,0,5.0,124.0
10848,Procurement,Master's & above,f,1,38,3.0,8,1.0,0,73.0,1,4.0,73.0
10849,Sales & Marketing,Bachelor's,m,1,32,3.0,6,0.0,0,53.0,0,3.0,53.0
10850,Sales & Marketing,Master's & above,m,1,47,3.0,13,0.0,0,49.0,0,3.0,49.0
10851,Analytics,Bachelor's,m,1,26,3.0,1,0.0,0,84.0,0,3.0,84.0
10852,Sales & Marketing,Bachelor's,f,1,29,4.0,4,0.0,0,53.0,0,4.0,53.0
10853,Sales & Marketing,Bachelor's,f,1,35,5.0,8,0.0,0,52.0,0,5.0,52.0
10854,Sales & Marketing,Bachelor's,f,1,30,3.0,4,1.0,0,52.0,0,4.0,104.0
10855,Procurement,Master's & above,f,1,54,5.0,13,1.0,0,73.0,1,6.0,73.0
10856,Sales & Marketing,Bachelor's,m,1,28,2.0,2,0.0,0,48.0,0,2.0,48.0
10857,Finance,Master's & above,f,1,32,3.0,5,0.0,0,61.0,0,3.0,61.0
10858,Sales & Marketing,Bachelor's,m,1,34,3.0,2,0.0,0,51.0,0,3.0,102.0
10859,Operations,Bachelor's,f,1,31,3.0,7,0.0,0,57.0,0,3.0,57.0
10860,Operations,Bachelor's,f,1,31,3.0,3,1.0,0,61.0,0,4.0,61.0
10861,Sales & Marketing,Bachelor's,m,1,29,4.0,3,1.0,0,53.0,1,5.0,53.0
10862,Technology,Bachelor's,m,1,40,4.0,8,1.0,0,82.0,0,5.0,82.0
10863,Technology,Bachelor's,m,1,29,2.0,5,0.0,0,77.0,0,2.0,77.0
10864,Sales & Marketing,Bachelor's,m,1,36,1.5,2,0.0,0,48.0,0,1.0,48.0
10865,Operations,Bachelor's,m,1,31,3.0,2,0.0,0,52.0,0,3.0,52.0
10866,Procurement,Bachelor's,m,1,31,1.5,3,0.0,0,71.0,0,1.0,71.0
10867,Sales & Marketing,Master's & above,m,1,36,4.0,4,0.0,0,46.0,0,4.0,46.0
10868,Sales & Marketing,Bachelor's,f,1,33,1.5,6,0.0,0,54.0,0,1.0,54.0
10869,Procurement,Bachelor's,m,1,44,3.0,7,0.0,0,69.0,0,3.0,69.0
10870,Sales & Marketing,Bachelor's,m,1,30,3.0,1,0.0,0,52.0,0,3.0,52.0
10871,Analytics,Master's & above,m,1,36,3.0,8,0.0,0,84.0,0,3.0,84.0
10872,Procurement,Bachelor's,m,1,31,3.0,7,0.0,0,65.0,0,3.0,65.0
10873,Technology,Master's & above,f,1,41,1.5,10,0.0,0,80.0,0,1.0,80.0
10874,Analytics,Bachelor's,f,1,30,4.0,5,1.0,0,86.0,0,5.0,86.0
10875,Sales & Marketing,Bachelor's,m,1,51,4.0,5,0.0,0,47.0,0,4.0,47.0
10876,Sales & Marketing,Bachelor's,m,1,36,3.0,3,0.0,0,48.0,0,3.0,48.0
10877,Sales & Marketing,Master's & above,m,1,49,4.0,13,0.0,0,50.0,0,4.0,50.0
10878,Sales & Marketing,Master's & above,m,1,44,3.0,13,0.0,0,50.0,0,3.0,50.0
10879,Sales & Marketing,Master's & above,m,1,33,5.0,6,1.0,0,49.0,0,6.0,49.0
10880,Analytics,Bachelor's,m,1,41,3.0,13,0.0,0,80.0,0,3.0,80.0
10881,Technology,Bachelor's,m,1,33,3.0,2,0.0,0,79.0,0,3.0,79.0
10882,Finance,Bachelor's,f,1,29,4.0,3,0.0,0,63.0,0,4.0,63.0
10883,Procurement,Bachelor's,f,1,30,4.0,4,0.0,0,65.0,0,4.0,130.5
10884,Analytics,Bachelor's,m,1,35,5.0,8,0.0,0,84.0,0,5.0,84.0
10885,Procurement,Bachelor's,f,1,29,5.0,5,1.0,0,73.0,0,6.0,73.0
10886,Sales & Marketing,Bachelor's,f,1,33,1.5,4,1.0,0,50.0,0,2.0,50.0
10887,Sales & Marketing,Bachelor's,m,1,31,4.0,7,0.0,0,54.0,0,4.0,130.5
10888,Sales & Marketing,Bachelor's,m,1,29,1.5,5,0.0,0,48.0,0,1.0,48.0
10889,Technology,Bachelor's,m,1,27,3.0,1,1.0,0,80.0,0,,130.5
10890,Procurement,Bachelor's,m,1,32,2.0,8,0.0,0,71.0,0,2.0,130.5
10891,Procurement,Master's & above,f,1,33,5.0,7,1.0,0,68.0,0,6.0,68.0
10892,Operations,Master's & above,m,1,52,4.0,13,0.0,0,58.0,0,4.0,116.0
10893,Legal,Bachelor's,m,1,54,5.0,13,1.0,0,56.0,0,6.0,56.0
10894,Technology,Master's & above,f,1,32,4.0,5,0.0,0,79.0,0,4.0,79.0
10895,Operations,Bachelor's,f,1,29,3.0,4,0.0,0,61.0,0,3.0,61.0
10896,Operations,Bachelor's,m,1,50,3.0,8,0.0,0,57.0,0,3.0,57.0
10897,Finance,Bachelor's,f,1,30,3.0,1,1.0,0,59.0,1,,59.0
10898,Analytics,Master's & above,m,1,40,5.0,8,1.0,0,84.0,0,6.0,84.0
10899,Operations,Bachelor's,m,1,27,5.0,3,1.0,0,58.0,0,6.0,58.0
10900,Technology,Bachelor's,f,1,27,3.0,4,0.0,0,81.0,0,3.0,81.0
10901,Procurement,Bachelor's,m,1,50,3.0,13,0.0,0,71.0,0,3.0,130.5
10902,Operations,Bachelor's,m,1,32,3.0,6,1.0,0,58.0,1,4.0,58.0
10903,Operations,Master's & above,f,1,54,4.0,13,1.0,0,58.0,0,5.0,58.0
10904,Procurement,Master's & above,f,1,39,4.0,12,0.0,0,66.0,0,4.0,130.5
10905,Analytics,Bachelor's,m,1,33,4.0,5,0.0,0,81.0,0,4.0,81.0
10906,Procurement,Bachelor's,m,1,31,3.0,4,0.0,0,65.0,0,3.0,130.0
10907,Legal,Bachelor's,m,1,37,5.0,7,0.0,0,58.0,0,5.0,58.0
10908,Technology,Bachelor's,f,1,29,3.0,1,0.0,0,78.0,0,,78.0
10909,HR,Master's & above,m,1,50,3.0,5,0.0,0,51.0,0,3.0,51.0
10910,Sales & Marketing,Master's & above,m,1,52,5.0,12,0.0,0,47.0,0,5.0,47.0
10911,Sales & Marketing,Bachelor's,m,1,24,3.0,2,0.0,0,48.0,0,3.0,48.0
10912,Operations,Bachelor's,f,1,28,3.0,1,0.0,0,55.0,0,3.0,55.0
10913,R&D,Master's & above,m,1,32,5.0,6,0.0,0,85.0,0,5.0,85.0
10914,Finance,Bachelor's,m,1,31,3.0,6,0.0,0,57.0,0,3.0,114.0
10915,Sales & Marketing,Bachelor's,f,1,26,5.0,2,1.0,0,94.0,1,6.0,94.0
10916,Analytics,Bachelor's,m,1,37,3.0,7,0.0,0,85.0,0,3.0,85.0
10917,Sales & Marketing,Bachelor's,m,1,26,5.0,2,0.0,0,47.0,0,5.0,47.0
10918,Sales & Marketing,Bachelor's,m,1,33,1.5,7,0.0,0,48.0,0,1.0,48.0
10919,Operations,Master's & above,m,1,37,5.0,11,0.0,0,62.0,0,5.0,62.0
10920,Sales & Marketing,Bachelor's,m,1,33,1.5,5,1.0,0,46.0,0,2.0,130.5
10921,Sales & Marketing,Bachelor's,m,1,32,5.0,6,0.0,0,44.0,0,5.0,44.0
10922,Finance,Bachelor's,m,1,27,5.0,4,0.0,0,61.0,0,5.0,61.0
10923,Sales & Marketing,Bachelor's,m,1,45,5.0,13,0.0,0,52.0,0,5.0,52.0
10924,Analytics,Bachelor's,m,1,27,4.0,3,0.0,0,87.0,0,4.0,87.0
10925,Analytics,Bachelor's,m,1,35,1.5,3,0.0,0,85.0,0,1.0,130.5
10926,Operations,Bachelor's,m,1,29,3.0,2,0.0,0,62.0,0,3.0,62.0
10927,Procurement,Bachelor's,m,1,28,3.0,2,0.0,0,67.0,0,3.0,67.0
10928,Analytics,Bachelor's,m,1,32,3.0,6,0.0,0,82.0,0,3.0,130.5
10929,Operations,Bachelor's,m,1,32,3.0,7,0.0,0,64.0,0,3.0,130.5
10930,Sales & Marketing,Bachelor's,m,1,35,3.0,6,1.0,0,47.0,0,4.0,47.0
10931,Procurement,Bachelor's,m,1,28,4.0,2,0.0,0,68.0,0,4.0,68.0
10932,Sales & Marketing,Bachelor's,m,1,27,3.0,4,0.0,0,50.0,0,3.0,100.0
10933,HR,Master's & above,m,1,41,4.0,7,0.0,0,51.0,0,4.0,51.0
10934,Analytics,Bachelor's,m,1,32,5.0,8,0.0,0,87.0,0,5.0,87.0
10935,Finance,Bachelor's,m,1,27,1.5,3,0.0,0,58.0,0,1.0,116.0
10936,Procurement,Bachelor's,m,1,28,5.0,4,1.0,0,90.0,1,6.0,130.5
10937,Procurement,Master's & above,f,1,54,1.5,6,0.0,0,70.0,0,1.0,70.0
10938,Operations,Bachelor's,m,1,29,5.0,3,0.0,0,58.0,0,5.0,58.0
10939,Sales & Marketing,Bachelor's,m,1,34,2.0,5,1.0,0,47.0,0,3.0,47.0
10940,Sales & Marketing,Master's & above,m,1,38,1.5,11,0.0,0,47.0,0,1.0,94.0
10941,Sales & Marketing,Master's & above,m,1,52,4.0,5,0.0,0,46.0,0,4.0,46.0
10942,Technology,Bachelor's,f,1,32,5.0,5,0.0,0,78.0,0,5.0,130.5
10943,Sales & Marketing,Bachelor's,m,1,35,3.0,3,0.0,0,46.0,0,3.0,46.0
10944,Sales & Marketing,Bachelor's,m,1,34,4.0,3,0.0,0,52.0,0,4.0,52.0
10945,Sales & Marketing,Master's & above,m,1,46,1.5,6,0.0,0,48.0,0,1.0,130.5
10946,Sales & Marketing,Bachelor's,m,1,26,3.0,3,0.0,0,50.0,0,3.0,50.0
10947,HR,Bachelor's,m,1,30,3.0,8,1.0,0,45.0,0,4.0,45.0
10948,Analytics,Bachelor's,m,1,39,5.0,8,1.0,0,82.0,0,6.0,130.5
10949,Procurement,Bachelor's,f,1,31,1.5,8,0.0,0,71.0,0,1.0,71.0
10950,Operations,Master's & above,f,1,43,5.0,12,0.0,0,57.0,0,5.0,57.0
10951,Sales & Marketing,Bachelor's,m,1,26,1.5,5,0.0,0,51.0,0,1.0,51.0
10952,Analytics,Bachelor's,m,1,30,5.0,7,0.0,0,85.0,0,5.0,130.5
10953,Analytics,Bachelor's,m,1,40,3.0,4,0.0,0,87.0,1,3.0,87.0
10954,Operations,Bachelor's,m,1,32,4.0,7,0.0,0,61.0,0,4.0,61.0
10955,Sales & Marketing,Bachelor's,m,1,27,5.0,4,1.0,0,46.0,0,6.0,130.5
10956,Operations,Bachelor's,f,1,32,5.0,5,1.0,0,63.0,0,6.0,126.0
10957,Operations,Bachelor's,m,1,44,3.0,13,0.0,0,59.0,0,3.0,118.0
10958,Technology,Master's & above,m,1,54,3.0,13,0.0,0,78.0,0,3.0,78.0
10959,Finance,Bachelor's,f,1,37,4.0,10,0.0,0,60.0,0,4.0,60.0
10960,Sales & Marketing,Bachelor's,m,1,32,3.0,6,0.0,0,45.0,0,3.0,90.0
10961,Sales & Marketing,Bachelor's,m,1,34,2.0,3,0.0,0,47.0,0,2.0,47.0
10962,Finance,Bachelor's,m,1,31,3.0,3,0.0,0,62.0,0,3.0,62.0
10963,Finance,Bachelor's,m,1,31,5.0,7,1.0,0,62.0,0,6.0,62.0
10964,Operations,Bachelor's,m,1,53,3.0,13,0.0,0,67.0,0,3.0,67.0
10965,Technology,Bachelor's,m,1,27,2.0,2,1.0,0,81.0,0,3.0,81.0
10966,Sales & Marketing,Bachelor's,m,1,44,3.0,6,1.0,0,57.0,0,4.0,57.0
10967,Technology,Bachelor's,m,1,36,4.0,3,1.0,0,81.0,0,5.0,81.0
10968,Sales & Marketing,Master's & above,m,1,44,3.0,4,0.0,0,52.0,0,3.0,52.0
10969,Technology,Bachelor's,m,1,30,3.0,2,0.0,0,76.0,0,3.0,130.5
10970,Procurement,Bachelor's,m,1,34,3.0,8,0.0,0,69.0,0,3.0,69.0
10971,Technology,Master's & above,f,1,33,1.5,9,0.0,0,78.0,0,1.0,78.0
10972,Procurement,Master's & above,m,1,34,3.0,2,0.0,0,69.0,0,3.0,69.0
10973,Finance,Master's & above,f,1,36,5.0,9,1.0,0,60.0,0,6.0,120.0
10974,Procurement,Bachelor's,f,1,34,3.0,8,0.0,0,65.0,0,3.0,65.0
10975,Analytics,Bachelor's,m,1,36,3.0,4,0.0,0,84.0,0,3.0,84.0
10976,Operations,Master's & above,f,1,40,5.0,10,1.0,0,59.0,0,6.0,59.0
10977,Operations,Master's & above,f,1,34,5.0,7,1.0,0,59.0,0,7.0,59.0
10978,Finance,Bachelor's,m,1,27,4.0,3,0.0,0,56.0,0,4.0,56.0
10979,Sales & Marketing,Bachelor's,m,1,43,3.0,11,0.0,0,54.0,0,3.0,54.0
10980,Procurement,Bachelor's,f,1,29,3.0,1,0.0,0,73.0,0,,130.5
10981,Sales & Marketing,Master's & above,m,1,46,3.0,13,0.0,0,50.0,0,3.0,50.0
10982,Operations,Bachelor's,m,1,24,3.0,1,0.0,0,60.0,0,,60.0
10983,Procurement,Bachelor's,m,1,28,1.5,4,1.0,0,73.0,0,2.0,73.0
10984,Sales & Marketing,Bachelor's,m,1,39,1.5,8,0.0,0,45.0,0,1.0,45.0
10985,Analytics,Bachelor's,m,1,29,1.5,6,0.0,0,88.0,0,1.0,88.0
10986,Analytics,Bachelor's,m,1,27,4.0,3,0.0,0,82.0,0,4.0,82.0
10987,HR,Bachelor's,m,1,35,2.0,8,0.0,0,47.0,0,2.0,47.0
10988,Procurement,Master's & above,m,1,44,2.0,13,0.0,0,65.0,0,2.0,130.0
10989,HR,Master's & above,m,1,35,3.0,6,0.0,0,59.0,1,4.0,59.0
10990,Sales & Marketing,Bachelor's,f,1,41,3.0,2,0.0,0,48.0,0,3.0,48.0
10991,Procurement,Master's & above,m,1,54,4.0,5,0.0,0,69.0,0,4.0,130.5
10992,Sales & Marketing,Master's & above,m,1,54,3.0,7,0.0,0,50.0,0,3.0,50.0
10993,Technology,Bachelor's,m,1,38,3.0,6,0.0,0,80.0,0,3.0,80.0
10994,Operations,Bachelor's,m,1,33,3.0,7,1.0,0,62.0,1,4.0,130.5
10995,Sales & Marketing,Bachelor's,m,1,29,1.5,3,1.0,0,50.0,0,2.0,50.0
10996,Technology,Bachelor's,m,1,25,3.0,1,0.0,0,77.0,0,,130.5
10997,HR,Bachelor's,f,1,33,1.5,3,0.0,0,48.0,0,1.0,48.0
10998,Sales & Marketing,Bachelor's,m,1,31,4.0,6,0.0,0,50.0,0,4.0,50.0
10999,Operations,Bachelor's,m,1,33,3.0,3,1.0,0,66.0,0,4.0,130.5
11000,Procurement,Master's & above,f,1,54,3.0,7,1.0,0,73.0,0,4.0,73.0
11001,Analytics,Bachelor's,m,1,42,3.0,6,1.0,0,84.0,0,4.0,84.0
11002,Sales & Marketing,Master's & above,m,1,35,4.0,6,0.0,0,50.0,0,4.0,50.0
11003,Analytics,Bachelor's,m,1,30,5.0,4,1.0,0,82.0,0,6.0,82.0
11004,Sales & Marketing,Bachelor's,m,1,32,2.0,7,0.0,0,50.0,0,2.0,50.0
11005,Sales & Marketing,Bachelor's,m,1,42,2.0,4,0.0,0,47.0,0,3.0,47.0
11006,Technology,Bachelor's,m,1,28,3.0,4,0.0,0,80.0,0,3.0,130.5
11007,Procurement,Bachelor's,f,1,25,5.0,3,1.0,0,72.0,0,6.0,72.0
11008,Sales & Marketing,Bachelor's,f,1,30,1.5,6,0.0,0,47.0,0,1.0,47.0
11009,Operations,Master's & above,f,1,33,3.0,7,1.0,0,58.0,0,5.0,58.0
11010,Procurement,Bachelor's,m,1,29,3.0,7,0.0,0,69.0,0,3.0,69.0
11011,Operations,Bachelor's,m,1,42,3.0,3,1.0,0,61.0,0,4.0,61.0
11012,Sales & Marketing,Bachelor's,m,1,35,4.0,5,0.0,0,52.0,0,4.0,52.0
11013,Sales & Marketing,Bachelor's,m,1,28,3.0,1,0.0,0,53.0,0,,53.0
11014,Technology,Bachelor's,f,1,27,4.0,2,0.0,0,81.0,0,4.0,81.0
11015,Technology,Bachelor's,f,1,26,3.0,2,0.0,0,79.0,0,3.0,130.5
11016,Finance,Bachelor's,f,1,27,3.0,2,0.0,0,57.0,0,3.0,57.0
11017,Finance,Bachelor's,m,1,41,1.5,2,0.0,0,79.0,1,1.0,79.0
11018,Sales & Marketing,Bachelor's,f,1,40,1.5,12,0.0,0,50.0,0,1.0,50.0
11019,Sales & Marketing,Bachelor's,f,1,54,3.0,13,0.0,0,47.0,0,3.0,47.0
11020,Technology,Master's & above,m,1,54,3.0,13,0.0,0,83.0,0,3.0,83.0
11021,Sales & Marketing,Bachelor's,f,1,28,3.0,4,0.0,0,50.0,0,3.0,50.0
11022,Procurement,Master's & above,m,1,45,3.0,13,0.0,0,73.0,0,3.0,130.5
11023,Sales & Marketing,Master's & above,f,1,34,1.5,7,0.0,0,53.0,0,1.0,106.0
11024,R&D,Master's & above,m,1,30,3.0,4,0.0,0,84.0,0,3.0,130.5
11025,Technology,Master's & above,m,1,37,3.0,5,0.0,0,74.0,0,3.0,74.0
11026,Legal,Bachelor's,m,1,30,5.0,4,1.0,0,56.0,0,6.0,56.0
11027,Sales & Marketing,Master's & above,m,1,34,1.5,10,0.0,0,54.0,0,1.0,54.0
11028,Operations,Bachelor's,m,1,31,3.0,5,0.0,0,57.0,0,3.0,130.5
11029,R&D,Master's & above,m,1,34,1.5,7,1.0,0,84.0,0,3.0,84.0
11030,Operations,Bachelor's,m,1,27,4.0,5,1.0,0,75.0,1,5.0,75.0
11031,Sales & Marketing,Bachelor's,m,1,26,2.0,3,0.0,0,49.0,0,3.0,130.5
11032,Operations,Master's & above,m,1,34,1.5,7,0.0,0,58.0,0,1.0,58.0
11033,Analytics,Bachelor's,m,1,28,3.0,1,0.0,0,81.0,0,,81.0
11034,Analytics,Master's & above,m,1,54,5.0,13,1.0,0,90.0,1,6.0,130.5
11035,Analytics,Bachelor's,f,1,27,3.0,4,1.0,0,83.0,0,4.0,83.0
11036,Operations,Master's & above,m,1,37,4.0,11,0.0,0,59.0,0,4.0,59.0
11037,Procurement,Bachelor's,f,1,31,3.0,9,0.0,0,68.0,0,3.0,130.5
11038,Procurement,Bachelor's,m,1,38,3.0,5,1.0,0,72.0,0,4.0,72.0
11039,Finance,Bachelor's,m,1,27,3.0,1,0.0,0,57.0,0,,57.0
11040,Procurement,Bachelor's,m,1,30,3.0,3,0.0,0,64.0,0,3.0,130.5
11041,Sales & Marketing,Bachelor's,m,1,30,3.0,4,0.0,0,54.0,0,3.0,54.0
11042,Sales & Marketing,Bachelor's,m,1,53,3.0,11,0.0,0,54.0,0,3.0,54.0
11043,Sales & Marketing,Bachelor's,f,1,28,3.0,1,0.0,0,49.0,0,,49.0
11044,Procurement,Master's & above,m,1,50,3.0,13,0.0,0,72.0,0,3.0,72.0
11045,Sales & Marketing,Bachelor's,m,1,27,3.0,2,0.0,0,50.0,0,3.0,50.0
11046,Operations,Bachelor's,f,1,41,5.0,11,1.0,0,62.0,0,6.0,62.0
11047,Sales & Marketing,Master's & above,m,1,30,2.0,3,0.0,0,51.0,0,2.0,51.0
11048,Sales & Marketing,Bachelor's,m,1,53,2.0,13,0.0,0,48.0,0,2.0,48.0
11049,Sales & Marketing,Master's & above,m,1,44,5.0,4,0.0,0,50.0,0,5.0,50.0
11050,Procurement,Bachelor's,f,1,29,4.0,2,1.0,0,73.0,0,5.0,73.0
11051,Operations,Bachelor's,m,1,33,3.0,8,1.0,0,55.0,0,4.0,55.0
11052,Sales & Marketing,Bachelor's,m,1,32,1.5,3,0.0,0,51.0,0,1.0,51.0
11053,Procurement,Master's & above,m,1,40,5.0,2,0.0,0,83.0,1,6.0,83.0
11054,Operations,Bachelor's,m,1,26,5.0,4,0.0,0,58.0,0,5.0,58.0
11055,Analytics,Bachelor's,m,1,29,4.0,3,1.0,0,81.0,0,5.0,81.0
11056,Operations,Master's & above,m,1,33,1.5,2,0.0,0,58.0,0,1.0,58.0
11057,Analytics,Master's & above,m,1,35,3.0,8,1.0,0,84.0,1,4.0,84.0
11058,Sales & Marketing,Bachelor's,m,1,38,4.0,9,0.0,0,50.0,0,4.0,50.0
11059,Procurement,Master's & above,f,1,38,5.0,4,0.0,0,73.0,0,5.0,73.0
11060,Analytics,Bachelor's,m,1,39,4.0,9,0.0,0,81.0,0,4.0,81.0
11061,Sales & Marketing,Bachelor's,m,1,30,3.0,3,0.0,0,48.0,0,3.0,48.0
11062,Finance,Master's & above,m,1,33,5.0,5,1.0,0,59.0,0,6.0,59.0
11063,Analytics,Master's & above,m,1,46,4.0,6,1.0,0,89.0,0,5.0,89.0
11064,Technology,Bachelor's,f,1,31,5.0,1,0.0,0,81.0,1,5.0,130.5
11065,Sales & Marketing,Bachelor's,m,1,28,1.5,3,1.0,0,48.0,0,2.0,48.0
11066,Procurement,Bachelor's,m,1,31,1.5,2,0.0,0,70.0,0,1.0,70.0
11067,Technology,Bachelor's,m,1,30,2.0,3,0.0,0,78.0,0,2.0,78.0
11068,Sales & Marketing,Master's & above,m,1,42,3.0,7,0.0,0,49.0,0,3.0,49.0
11069,Operations,Master's & above,f,1,48,5.0,13,1.0,0,60.0,0,6.0,120.0
11070,Operations,Master's & above,m,1,36,4.0,9,0.0,0,61.0,0,4.0,61.0
11071,Procurement,Bachelor's,m,1,37,2.0,5,0.0,0,71.0,0,2.0,71.0
