employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
15826,Procurement,region_4,Bachelor's,f,sourcing,3,27,3.0,4,0,0,72,0
69563,Sales & Marketing,region_8,Master's & above,m,other,1,42,3.0,4,0,0,51,0
18630,Technology,region_11,Bachelor's,m,other,1,34,1.0,7,0,0,75,0
34336,Operations,region_2,Master's & above,f,sourcing,2,34,5.0,7,0,0,61,0
6825,Operations,region_22,Bachelor's,m,sourcing,2,27,4.0,4,1,0,96,1
72265,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,1,0,56,0
51433,Sales & Marketing,region_22,,m,sourcing,2,23,,1,0,0,50,0
50459,Procurement,region_31,Bachelor's,m,other,2,27,5.0,2,0,0,71,0
25162,Sales & Marketing,region_5,Master's & above,m,other,1,38,1.0,8,0,0,52,0
61540,Technology,region_7,Bachelor's,m,sourcing,1,45,3.0,18,0,1,79,0
52053,R&D,region_22,Bachelor's,m,sourcing,1,41,5.0,10,1,0,86,0
2615,Sales & Marketing,region_17,Bachelor's,m,other,1,34,5.0,7,0,0,52,0
2196,Sales & Marketing,region_2,Bachelor's,m,other,1,46,5.0,4,1,0,52,0
53099,Operations,region_32,Bachelor's,m,other,1,36,3.0,2,1,0,58,0
49929,Operations,region_2,Bachelor's,m,other,1,22,,1,0,0,61,0
77564,Sales & Marketing,region_7,Bachelor's,m,other,1,28,4.0,1,0,0,49,0
56971,Sales & Marketing,region_11,,m,other,1,24,3.0,2,0,0,45,0
40429,HR,region_2,Bachelor's,m,sourcing,1,34,3.0,4,1,0,56,0
78282,Sales & Marketing,region_32,Bachelor's,m,other,1,34,2.0,8,0,0,51,0
14565,Operations,region_2,Bachelor's,f,other,1,38,5.0,5,0,0,58,0
25803,Analytics,region_16,Bachelor's,m,other,1,29,5.0,6,0,0,87,0
8371,Procurement,region_2,Bachelor's,m,other,3,31,3.0,5,0,0,69,0
42124,Finance,region_6,Bachelor's,f,other,1,29,,1,1,0,62,0
70763,Procurement,region_13,Bachelor's,f,sourcing,1,33,5.0,7,1,0,67,0
12062,Analytics,region_19,Bachelor's,m,sourcing,1,25,4.0,4,1,0,84,0
20947,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,1.0,18,0,0,50,0
27645,Operations,region_2,Bachelor's,f,sourcing,2,35,,1,0,0,62,0
59704,Procurement,region_20,Bachelor's,m,other,1,35,1.0,5,0,0,68,0
44796,Sales & Marketing,region_8,Master's & above,m,other,1,32,3.0,7,0,0,49,0
27656,Operations,region_26,Bachelor's,f,other,1,27,5.0,3,0,0,58,0
42553,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,35,3.0,8,0,0,53,0
43700,Technology,region_23,Bachelor's,m,sourcing,1,26,,1,0,0,78,0
3003,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,1.0,6,0,0,47,0
56232,Technology,region_2,Bachelor's,m,sourcing,1,53,1.0,12,0,0,80,0
34810,Operations,region_15,,m,other,1,40,5.0,3,0,0,58,0
77742,HR,region_2,Master's & above,f,other,1,59,4.0,6,0,0,48,0
72078,Analytics,region_22,Bachelor's,m,other,1,33,3.0,4,0,0,86,0
64932,Sales & Marketing,region_31,Bachelor's,f,sourcing,2,32,1.0,10,0,0,49,0
2511,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,3.0,4,1,0,51,0
49232,Technology,region_2,Bachelor's,f,other,1,42,5.0,11,0,0,81,1
28421,Operations,region_3,Bachelor's,m,sourcing,1,27,3.0,6,0,0,59,0
41418,Technology,region_13,Master's & above,f,sourcing,1,31,3.0,5,0,0,84,0
67566,HR,region_15,Bachelor's,m,other,1,34,3.0,4,1,0,52,0
46298,Operations,region_14,Master's & above,m,other,1,36,4.0,2,0,0,56,0
45441,Operations,region_2,Bachelor's,f,other,1,32,3.0,5,1,0,60,0
5480,Analytics,region_22,Master's & above,m,sourcing,1,30,3.0,5,1,0,81,0
28023,Operations,region_15,Bachelor's,f,other,1,39,2.0,9,1,0,57,1
36800,Operations,region_2,Bachelor's,f,sourcing,1,50,3.0,4,1,0,59,0
65042,Sales & Marketing,region_26,Bachelor's,m,other,1,33,5.0,6,1,0,52,0
30933,Analytics,region_26,Bachelor's,m,other,2,38,5.0,10,1,0,88,0
54756,Legal,region_27,Bachelor's,m,sourcing,1,34,3.0,4,0,0,57,0
58823,Sales & Marketing,region_15,Bachelor's,m,other,1,39,5.0,5,1,0,51,0
22187,Procurement,region_2,Bachelor's,m,referred,1,30,1.0,8,1,0,71,0
32328,Technology,region_23,Bachelor's,f,sourcing,1,34,5.0,10,1,0,84,0
39606,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,29,2.0,5,0,0,52,0
596,Procurement,region_29,Bachelor's,m,other,2,32,3.0,7,0,0,68,0
75651,Analytics,region_22,Bachelor's,m,sourcing,1,31,4.0,4,1,0,87,0
10391,Sales & Marketing,region_1,Master's & above,m,other,1,29,3.0,3,0,0,53,0
33240,Sales & Marketing,region_11,Bachelor's,m,other,2,36,3.0,4,0,0,55,0
53630,Sales & Marketing,region_23,Master's & above,f,sourcing,1,34,4.0,5,1,1,94,1
17940,Operations,region_23,Master's & above,f,sourcing,1,36,2.0,5,0,0,59,0
23834,Analytics,region_2,Bachelor's,m,other,1,30,3.0,6,1,0,88,0
19260,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,55,5.0,28,1,0,47,0
53175,Finance,region_13,Bachelor's,m,other,2,34,3.0,2,1,0,62,0
52021,Sales & Marketing,region_11,Bachelor's,m,other,1,33,5.0,4,1,1,49,0
31106,Legal,region_22,Bachelor's,f,other,1,30,5.0,2,1,0,60,0
53005,Procurement,region_2,Bachelor's,f,other,1,32,4.0,9,0,0,71,0
38301,Technology,region_7,Bachelor's,m,sourcing,1,27,4.0,4,1,0,81,0
57637,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,3.0,7,1,0,55,0
18439,Legal,region_2,Bachelor's,m,sourcing,1,27,5.0,2,1,0,55,0
25968,Procurement,region_15,Bachelor's,f,other,1,32,2.0,10,1,0,67,0
20906,Technology,region_26,Master's & above,f,sourcing,1,41,2.0,10,0,0,81,0
60360,Operations,region_2,Bachelor's,m,sourcing,1,35,5.0,7,1,0,63,0
48416,Operations,region_4,Master's & above,f,other,1,30,5.0,5,1,0,62,0
38058,Sales & Marketing,region_13,Master's & above,m,other,1,37,5.0,8,0,0,48,0
7688,Operations,region_22,Bachelor's,f,other,2,26,4.0,3,0,0,57,0
53453,Procurement,region_2,Master's & above,f,sourcing,1,56,3.0,3,0,1,88,1
7738,Sales & Marketing,region_2,Bachelor's,f,other,1,31,5.0,2,0,0,49,0
19981,Analytics,region_32,Bachelor's,m,sourcing,1,33,5.0,4,0,0,83,0
72610,Sales & Marketing,region_2,Master's & above,f,other,2,34,5.0,4,1,0,55,0
50754,Procurement,region_29,Master's & above,m,other,1,48,1.0,3,0,0,68,0
20088,Technology,region_27,Bachelor's,m,sourcing,3,34,5.0,6,1,0,81,0
55997,Operations,region_32,Master's & above,f,other,1,36,5.0,2,1,0,56,0
60938,Operations,region_2,Bachelor's,m,other,1,54,3.0,26,0,0,59,0
20842,Operations,region_3,Master's & above,m,other,1,34,4.0,2,1,0,56,0
75233,Operations,region_7,Bachelor's,f,other,2,31,5.0,2,1,0,59,0
57868,Sales & Marketing,region_2,Bachelor's,m,other,1,42,5.0,12,1,0,49,0
58120,Legal,region_22,Bachelor's,m,sourcing,1,32,3.0,3,0,0,63,0
11250,Procurement,region_2,Bachelor's,f,sourcing,1,38,4.0,9,0,0,65,0
32502,Operations,region_15,Bachelor's,m,sourcing,2,38,3.0,4,1,1,58,1
55201,Analytics,region_28,Bachelor's,m,sourcing,1,31,3.0,3,1,0,83,1
9728,Finance,region_15,Bachelor's,m,other,2,32,3.0,5,1,0,63,0
6515,Analytics,region_31,Bachelor's,m,other,1,27,,1,0,0,85,0
38224,Procurement,region_7,Master's & above,f,other,1,44,3.0,5,1,0,71,0
22616,Operations,region_22,Bachelor's,m,sourcing,1,30,5.0,4,0,0,57,0
19887,Analytics,region_31,Bachelor's,m,sourcing,1,26,3.0,5,1,0,89,0
66192,Procurement,region_27,Bachelor's,m,sourcing,1,30,3.0,4,0,0,69,0
18197,Technology,region_2,Bachelor's,m,other,1,40,3.0,11,0,0,76,0
25288,Procurement,region_23,Bachelor's,f,sourcing,1,33,3.0,10,1,0,67,0
18643,Operations,region_31,Bachelor's,m,sourcing,1,29,,1,0,0,61,0
15505,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,4.0,3,1,0,49,0
53734,Sales & Marketing,region_9,Bachelor's,m,other,1,31,3.0,6,0,0,48,0
29010,Operations,region_32,Bachelor's,m,other,1,29,,1,0,0,62,0
13447,Sales & Marketing,region_2,Master's & above,f,other,1,41,5.0,3,1,0,51,0
53645,Operations,region_9,Bachelor's,f,other,1,26,,1,1,0,66,0
15323,Operations,region_11,Bachelor's,m,sourcing,2,27,3.0,5,0,0,52,0
63295,Operations,region_14,Master's & above,f,other,1,34,2.0,6,0,0,55,0
35377,Operations,region_31,Master's & above,m,other,1,42,3.0,5,1,0,62,1
58482,Operations,region_8,Bachelor's,m,sourcing,1,33,3.0,3,0,0,76,1
41424,Sales & Marketing,region_28,Master's & above,m,sourcing,1,38,4.0,5,1,0,83,1
60722,Analytics,region_29,Bachelor's,m,other,1,27,5.0,4,0,0,85,0
59061,Finance,region_2,Master's & above,f,sourcing,1,50,3.0,5,0,0,58,0
74603,Analytics,region_22,Bachelor's,m,sourcing,2,28,,1,1,0,89,0
68828,Procurement,region_11,Bachelor's,m,sourcing,1,30,5.0,4,1,0,70,0
47054,Technology,region_27,,m,sourcing,1,30,5.0,3,0,0,77,0
48956,Finance,region_7,Master's & above,f,sourcing,3,32,4.0,8,0,0,94,1
27277,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,1.0,4,0,0,47,0
63661,Sales & Marketing,region_30,Master's & above,m,other,1,34,3.0,3,1,0,46,0
76947,Sales & Marketing,region_2,Bachelor's,m,other,1,28,4.0,3,1,0,46,0
20166,Sales & Marketing,region_31,,m,other,1,37,2.0,7,0,0,51,0
59622,Technology,region_28,Master's & above,m,sourcing,1,36,1.0,4,0,0,79,0
30632,Technology,region_2,Bachelor's,m,other,1,30,5.0,6,1,1,78,0
781,Technology,region_13,Bachelor's,f,sourcing,1,41,2.0,2,1,1,75,0
3457,Operations,region_4,Bachelor's,f,other,1,34,1.0,2,0,0,58,0
50129,Sales & Marketing,region_7,Master's & above,m,other,1,40,2.0,6,0,0,51,0
34209,Sales & Marketing,region_2,Master's & above,f,sourcing,1,39,3.0,4,0,0,47,0
26283,Operations,region_15,Bachelor's,m,other,1,27,2.0,4,0,0,64,0
35888,Technology,region_23,Master's & above,f,other,3,38,5.0,8,1,0,78,0
40144,Procurement,region_7,Master's & above,m,sourcing,1,46,3.0,3,0,0,63,0
74202,Operations,region_2,Bachelor's,f,other,2,38,5.0,10,1,0,61,0
47435,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,30,5.0,2,1,0,50,0
48739,Operations,region_16,Master's & above,m,sourcing,1,38,4.0,7,0,0,58,0
65090,Technology,region_22,Master's & above,m,sourcing,1,44,1.0,3,0,0,79,0
62328,Technology,region_2,Below Secondary,m,sourcing,3,25,3.0,2,0,0,81,0
5859,Operations,region_13,Bachelor's,m,sourcing,1,30,,1,1,0,60,0
60733,Procurement,region_23,Bachelor's,f,sourcing,1,33,5.0,6,1,0,69,0
71454,Sales & Marketing,region_4,Bachelor's,m,other,1,39,3.0,11,0,0,61,1
60750,Sales & Marketing,region_3,Master's & above,m,sourcing,1,35,5.0,9,0,0,51,0
26241,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,5.0,5,1,0,51,0
77479,Sales & Marketing,region_11,Master's & above,m,other,1,31,4.0,3,0,0,47,0
4453,Sales & Marketing,region_19,Bachelor's,m,other,1,34,4.0,10,0,0,53,0
5103,Sales & Marketing,region_2,,m,other,1,24,3.0,3,0,0,48,0
56035,HR,region_2,Bachelor's,f,other,1,26,4.0,2,1,0,52,0
11853,Sales & Marketing,region_7,Bachelor's,m,other,1,40,4.0,6,0,0,48,0
11199,Technology,region_23,Bachelor's,f,other,1,29,1.0,2,0,0,77,0
21136,Procurement,region_2,Bachelor's,m,sourcing,1,37,1.0,12,0,0,71,0
75043,Operations,region_34,Bachelor's,m,other,1,31,3.0,6,0,0,58,0
25202,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,38,3.0,5,0,0,53,0
38856,Sales & Marketing,region_19,Bachelor's,m,other,1,28,1.0,6,0,0,53,0
69847,Operations,region_26,Bachelor's,f,other,1,32,4.0,2,1,0,59,0
11022,Procurement,region_7,Bachelor's,f,other,1,29,3.0,5,1,0,66,0
33748,Analytics,region_5,Bachelor's,m,other,2,31,3.0,6,0,0,85,0
3601,Procurement,region_13,Bachelor's,f,other,1,26,5.0,2,0,0,67,0
46037,Technology,region_4,Bachelor's,f,sourcing,1,31,3.0,3,0,0,79,0
34726,Technology,region_29,Master's & above,m,sourcing,2,33,4.0,2,1,0,78,0
31864,Technology,region_2,Bachelor's,f,other,2,28,3.0,6,0,0,78,0
51402,Sales & Marketing,region_22,Bachelor's,m,other,1,24,,1,1,0,50,0
58075,Sales & Marketing,region_28,Master's & above,f,sourcing,1,29,1.0,2,0,0,49,0
26912,HR,region_26,Bachelor's,f,sourcing,1,29,,1,0,1,56,0
5745,Technology,region_16,Master's & above,m,other,1,53,4.0,3,0,0,80,0
48420,Technology,region_5,Bachelor's,f,other,1,32,3.0,9,0,0,78,0
11048,Legal,region_2,Bachelor's,m,other,1,33,1.0,6,0,0,57,0
72713,HR,region_13,Bachelor's,f,other,1,31,3.0,5,0,0,52,0
40179,Procurement,region_2,Bachelor's,f,other,1,39,5.0,11,0,0,69,0
56945,Sales & Marketing,region_14,Bachelor's,m,other,2,35,1.0,3,0,0,49,0
22073,Operations,region_22,Bachelor's,m,sourcing,3,29,3.0,4,0,0,63,0
30812,HR,region_2,Master's & above,f,sourcing,1,38,5.0,5,1,0,49,1
19670,Operations,region_16,Bachelor's,m,other,1,32,5.0,5,1,0,62,0
8344,Sales & Marketing,region_32,Bachelor's,m,other,2,30,,1,0,0,65,1
35264,Operations,region_2,Master's & above,m,other,1,36,4.0,9,0,0,64,0
24138,Operations,region_2,Master's & above,m,sourcing,1,42,5.0,17,1,0,64,0
31029,Finance,region_2,Master's & above,m,sourcing,2,35,3.0,3,1,1,61,0
73649,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,39,1.0,3,0,0,46,0
43954,Analytics,region_7,Bachelor's,m,sourcing,1,39,5.0,4,1,0,82,0
67027,Operations,region_27,Bachelor's,f,sourcing,1,30,3.0,8,1,0,61,0
14505,Sales & Marketing,region_2,Master's & above,f,other,1,60,2.0,19,0,0,43,0
17738,Operations,region_1,Bachelor's,m,other,1,33,5.0,9,1,0,63,0
28065,Sales & Marketing,region_16,Master's & above,m,sourcing,1,58,5.0,7,0,0,53,0
57325,Finance,region_13,Master's & above,m,sourcing,1,32,3.0,5,1,0,59,0
1143,Analytics,region_22,Master's & above,m,other,1,33,4.0,6,1,0,85,0
9579,Technology,region_26,Master's & above,m,sourcing,1,39,3.0,8,0,0,84,0
60340,HR,region_22,Bachelor's,m,sourcing,1,40,4.0,5,1,0,51,0
18918,Sales & Marketing,region_22,Bachelor's,m,other,1,36,3.0,5,1,0,44,0
67136,Sales & Marketing,region_2,Master's & above,m,other,1,56,4.0,3,0,0,47,0
62316,Sales & Marketing,region_15,Master's & above,m,sourcing,1,35,5.0,9,1,0,49,1
20594,Sales & Marketing,region_2,Bachelor's,f,other,3,31,3.0,9,0,0,51,0
1357,Sales & Marketing,region_22,,f,other,1,28,2.0,2,0,0,46,0
26322,Sales & Marketing,region_15,Bachelor's,m,sourcing,5,31,3.0,4,0,0,48,0
63234,Procurement,region_27,Bachelor's,f,other,3,37,3.0,3,0,0,71,0
11722,Procurement,region_13,Master's & above,m,other,1,37,5.0,9,1,0,71,0
5644,Technology,region_2,Bachelor's,f,referred,1,36,5.0,7,1,0,84,0
5488,Technology,region_10,Master's & above,f,sourcing,1,30,1.0,3,1,0,82,0
74694,Operations,region_13,Master's & above,f,sourcing,1,41,3.0,5,0,0,57,0
55398,Sales & Marketing,region_2,Bachelor's,m,other,2,40,5.0,12,0,0,48,0
23256,Analytics,region_22,Bachelor's,m,other,1,29,5.0,7,0,0,88,1
541,Technology,region_15,Bachelor's,m,sourcing,1,35,3.0,9,0,0,87,0
14634,Procurement,region_2,Below Secondary,m,other,1,25,,1,0,0,72,0
35133,Sales & Marketing,region_9,,m,other,1,29,3.0,4,0,0,47,0
69780,Operations,region_13,Bachelor's,m,sourcing,1,36,5.0,8,1,0,56,0
72875,Operations,region_30,Master's & above,f,sourcing,1,39,4.0,4,1,0,57,0
10365,Procurement,region_2,,m,other,5,34,3.0,6,0,0,69,0
8597,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,26,3.0,2,0,0,51,0
48024,Technology,region_23,Master's & above,m,other,1,32,3.0,5,1,0,79,1
13034,HR,region_20,Master's & above,m,other,1,36,3.0,4,1,0,54,0
7243,Finance,region_2,Master's & above,f,other,1,35,3.0,8,1,0,58,0
65758,Analytics,region_24,Bachelor's,m,other,1,28,5.0,3,0,0,87,1
36156,Procurement,region_2,Master's & above,m,other,1,30,,1,0,0,66,0
50124,Technology,region_1,Master's & above,m,sourcing,1,30,3.0,5,0,0,79,0
10317,Operations,region_23,Master's & above,f,sourcing,1,34,2.0,7,0,0,63,0
62602,Sales & Marketing,region_27,Master's & above,m,other,1,34,5.0,5,0,0,55,0
6459,Analytics,region_22,,m,sourcing,2,28,5.0,5,1,1,91,1
31668,Technology,region_2,Master's & above,f,other,1,50,3.0,3,0,0,83,0
61997,Finance,region_22,Bachelor's,m,sourcing,1,28,3.0,2,1,0,63,0
36538,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,31,4.0,2,0,0,52,0
3414,Operations,region_29,Master's & above,m,other,1,46,3.0,16,0,0,57,0
33479,Technology,region_17,Bachelor's,f,sourcing,1,37,3.0,9,0,0,80,0
37980,Sales & Marketing,region_15,,m,sourcing,1,23,5.0,2,0,0,49,0
72330,Technology,region_29,Bachelor's,f,other,1,29,3.0,6,0,0,82,0
62715,Analytics,region_7,Bachelor's,m,sourcing,2,34,3.0,8,0,0,86,0
30245,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,28,,1,0,0,53,0
40706,Sales & Marketing,region_2,Master's & above,m,other,1,47,3.0,6,1,0,52,0
75034,Operations,region_7,Bachelor's,m,other,1,40,4.0,4,1,0,63,0
51794,Technology,region_33,Bachelor's,m,sourcing,2,35,3.0,6,0,0,77,0
65452,Finance,region_22,Bachelor's,m,sourcing,2,30,4.0,5,0,0,63,0
68818,Sales & Marketing,region_25,Master's & above,f,sourcing,1,36,5.0,3,1,0,58,1
24236,Technology,region_2,Bachelor's,f,other,1,25,4.0,1,0,0,83,0
44376,Sales & Marketing,region_22,Master's & above,m,other,1,44,1.0,12,0,0,50,0
4749,Sales & Marketing,region_28,Master's & above,m,other,2,38,5.0,10,1,1,93,1
61629,Sales & Marketing,region_7,Master's & above,m,sourcing,2,43,1.0,10,0,0,53,0
35743,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,3.0,2,0,0,50,0
42015,Procurement,region_31,Master's & above,m,sourcing,1,36,3.0,3,0,0,72,0
58097,Analytics,region_32,Bachelor's,m,other,4,31,5.0,3,1,1,85,0
27862,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,42,1.0,12,0,0,49,0
15339,Technology,region_2,Bachelor's,m,other,1,38,1.0,12,0,0,81,0
42013,Analytics,region_30,Bachelor's,m,other,2,32,3.0,3,1,0,86,0
55381,Legal,region_22,Bachelor's,m,other,1,29,5.0,3,0,0,57,0
56144,Finance,region_22,Bachelor's,m,other,1,28,3.0,6,0,0,70,1
15503,Operations,region_22,Bachelor's,f,other,1,36,5.0,5,1,0,65,0
62146,Sales & Marketing,region_2,Master's & above,m,other,1,59,4.0,5,1,0,52,0
28345,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,28,,1,0,0,51,0
36378,Technology,region_7,Bachelor's,m,other,1,40,3.0,13,0,0,80,0
38489,Technology,region_10,Master's & above,f,other,1,40,3.0,3,0,0,78,0
22293,Finance,region_15,Bachelor's,m,sourcing,1,31,3.0,5,0,0,62,0
3124,Procurement,region_26,Bachelor's,f,other,1,25,2.0,2,1,0,66,0
21036,Sales & Marketing,region_1,Bachelor's,m,other,2,35,1.0,7,0,0,54,0
22355,Legal,region_2,Master's & above,m,sourcing,2,35,3.0,3,0,0,60,0
45662,Operations,region_30,Bachelor's,m,other,1,27,,1,1,0,59,0
52120,Sales & Marketing,region_23,Master's & above,m,sourcing,2,51,3.0,9,0,0,49,0
37868,Procurement,region_23,Bachelor's,m,other,1,29,3.0,2,0,0,68,0
37783,Operations,region_2,Bachelor's,m,other,3,32,5.0,6,1,0,55,0
31073,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,31,5.0,4,1,0,49,0
13940,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,4.0,4,1,0,50,0
58047,Finance,region_2,Below Secondary,m,other,1,20,,1,0,0,60,0
55474,Analytics,region_27,Bachelor's,m,other,1,28,,1,1,0,83,0
73410,Operations,region_13,Bachelor's,m,other,1,46,3.0,17,0,0,58,0
73161,Operations,region_22,Bachelor's,m,other,1,39,3.0,5,1,0,62,0
47782,Analytics,region_26,Bachelor's,f,sourcing,1,28,3.0,2,0,0,81,0
54620,Procurement,region_10,Bachelor's,m,other,1,29,3.0,4,1,0,68,0
37073,Technology,region_13,Bachelor's,f,sourcing,1,30,4.0,7,0,0,80,0
72853,Technology,region_2,Master's & above,f,sourcing,1,53,3.0,12,0,0,78,0
75366,Technology,region_5,Bachelor's,m,other,1,26,4.0,2,0,0,76,0
37666,Legal,region_34,Bachelor's,m,sourcing,1,31,3.0,6,0,0,63,0
42247,Operations,region_2,,f,other,1,45,3.0,13,0,0,61,0
4021,Technology,region_13,Bachelor's,m,other,1,54,4.0,15,0,0,86,1
75750,Technology,region_10,Master's & above,m,other,1,37,2.0,8,0,0,81,0
57546,Operations,region_12,Bachelor's,m,sourcing,1,33,4.0,4,0,0,61,0
2579,Technology,region_15,Bachelor's,m,other,2,31,3.0,2,0,0,81,0
60970,Technology,region_2,Below Secondary,f,sourcing,1,24,1.0,2,0,0,78,0
48137,Sales & Marketing,region_22,Master's & above,m,sourcing,1,51,1.0,19,0,0,53,0
22914,Operations,region_15,Bachelor's,m,sourcing,1,49,5.0,19,0,0,60,0
14472,R&D,region_12,Bachelor's,m,other,1,30,3.0,2,1,1,86,0
4972,Sales & Marketing,region_2,Master's & above,m,sourcing,2,58,1.0,3,1,0,51,0
12052,Sales & Marketing,region_1,Master's & above,f,sourcing,1,37,3.0,4,0,0,48,0
22530,Sales & Marketing,region_2,Bachelor's,f,other,1,26,4.0,3,0,0,49,0
13061,Operations,region_2,Bachelor's,f,other,1,28,,1,0,0,88,1
39048,Procurement,region_19,Bachelor's,m,other,1,36,4.0,7,0,0,71,0
73837,Procurement,region_2,Bachelor's,f,other,1,40,2.0,4,0,0,69,0
69775,HR,region_23,Bachelor's,m,other,1,33,2.0,6,1,0,47,0
51716,Technology,region_2,Bachelor's,m,other,1,43,3.0,20,0,0,82,0
31505,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,31,5.0,6,1,0,50,0
18790,Procurement,region_2,Master's & above,f,sourcing,1,54,1.0,9,0,0,68,0
17335,Sales & Marketing,region_2,Bachelor's,f,other,1,60,5.0,27,0,0,46,0
62741,Technology,region_23,Master's & above,m,other,1,31,3.0,5,0,0,83,0
49945,Procurement,region_11,Bachelor's,f,other,1,35,1.0,8,0,0,70,0
13855,Technology,region_7,Master's & above,f,other,1,52,3.0,5,0,0,76,0
71767,Operations,region_2,Bachelor's,f,sourcing,1,41,4.0,5,0,0,61,0
76905,Sales & Marketing,region_7,Master's & above,f,sourcing,1,39,5.0,12,1,0,51,0
70204,Technology,region_22,Master's & above,m,sourcing,1,46,3.0,16,0,0,72,0
13922,Sales & Marketing,region_31,Master's & above,f,other,1,32,1.0,5,0,0,53,0
78151,Operations,region_2,Bachelor's,m,sourcing,1,38,3.0,10,0,0,62,0
65018,R&D,region_2,Bachelor's,m,other,1,46,3.0,12,0,0,88,0
22831,Operations,region_19,Bachelor's,m,sourcing,1,35,5.0,9,1,0,57,1
58781,Analytics,region_11,Bachelor's,f,sourcing,2,27,4.0,2,0,0,85,0
59629,Analytics,region_22,Bachelor's,m,sourcing,1,27,4.0,4,1,0,86,0
34768,Finance,region_28,Master's & above,m,sourcing,1,33,5.0,9,0,0,63,0
23365,Sales & Marketing,region_28,Master's & above,m,other,1,33,3.0,7,0,0,49,0
27250,Sales & Marketing,region_22,,m,other,1,26,3.0,2,0,0,46,0
7530,HR,region_2,Bachelor's,f,sourcing,1,50,5.0,7,0,0,46,0
58750,Technology,region_11,Master's & above,f,sourcing,1,32,3.0,7,0,0,82,0
55287,Analytics,region_7,,m,other,1,28,3.0,6,0,0,83,0
56792,Technology,region_26,Bachelor's,f,other,1,28,,1,0,0,80,0
124,Operations,region_22,Master's & above,f,sourcing,2,38,3.0,12,1,0,87,1
58306,Analytics,region_22,Bachelor's,f,sourcing,2,27,3.0,2,0,0,85,0
37706,Analytics,region_29,Master's & above,m,other,1,33,3.0,5,0,0,83,0
47795,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,3.0,7,0,0,51,0
43313,Finance,region_7,Below Secondary,m,other,3,25,5.0,2,1,1,64,0
19953,Analytics,region_2,Bachelor's,m,sourcing,3,42,3.0,5,0,0,87,0
59749,Sales & Marketing,region_9,,f,other,1,28,,1,0,0,51,0
50298,Procurement,region_22,Bachelor's,m,sourcing,2,28,,1,0,0,69,0
3013,Procurement,region_13,Bachelor's,m,sourcing,1,37,2.0,4,0,0,69,0
66867,Operations,region_16,Bachelor's,f,other,1,31,3.0,5,1,0,61,0
25325,Operations,region_2,Master's & above,f,other,1,36,3.0,5,0,0,58,0
75035,Procurement,region_2,Bachelor's,f,other,1,60,5.0,29,0,0,69,0
24732,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3.0,2,0,0,57,0
63916,Procurement,region_15,Bachelor's,m,other,1,45,4.0,7,1,1,70,0
36395,Analytics,region_27,Bachelor's,m,sourcing,2,33,3.0,8,0,0,80,0
17889,Technology,region_17,Bachelor's,f,sourcing,1,31,4.0,5,0,0,79,0
7220,Operations,region_22,Bachelor's,m,sourcing,2,29,5.0,3,1,0,66,0
72346,Technology,region_5,Bachelor's,m,other,2,30,3.0,3,1,0,80,0
51917,Operations,region_8,Bachelor's,f,other,1,26,5.0,4,1,0,62,0
21534,Technology,region_31,Master's & above,m,other,1,35,3.0,2,1,0,97,1
28675,Sales & Marketing,region_2,Master's & above,f,other,1,41,3.0,2,1,0,48,0
26575,Sales & Marketing,region_26,,m,other,1,29,1.0,2,0,0,52,0
49955,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,32,5.0,5,0,0,50,0
32384,Sales & Marketing,region_21,Bachelor's,m,other,1,28,4.0,3,1,0,53,0
70823,Procurement,region_20,Master's & above,f,sourcing,1,33,5.0,2,1,0,70,0
39486,Procurement,region_2,Bachelor's,f,sourcing,1,37,1.0,2,0,0,64,0
14232,Sales & Marketing,region_4,Master's & above,m,sourcing,1,32,5.0,5,1,0,49,0
68594,Technology,region_15,Bachelor's,m,sourcing,2,28,2.0,2,1,0,79,0
